url,word_count,sentence_count,flesch_reading_ease,top_keywords,embedding
https://guardiandigital.com/resources/blog/guide-on-phishing,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168102e-18, -1.1133663825074111e-18, -1.8726420347738048e-18, 8.264958441421878e-19, -1.8659801684209763e-18, -2.77781731394696e-18, 2.7686184656029843e-19, 1.7465272001661737e-18, 6.572496986485288e-18, 1.6093482634875695e-17, -5.725925807520702e-17, -8.783194737904827e-17, -1.4353129197944526e-17, -3.707604298360976e-17, 2.0198468398068404e-17, -3.2001704727534505e-19, 4.969136349543706e-20, -3.362451885413314e-19, -4.559450966975326e-22, -1.1386271479798517e-31, -1.085502849876081e-31, 5.518737676457592e-32, -7.962466183252206e-32, 1.8237635535871136e-33, 4.439753180030808e-33, -2.078025735831441e-32, -4.111350186506873e-32, 3.457097259042461e-32, -6.89279981417713e-34, -1.0565352624487833e-32, -3.057463767875264e-33, 7.1708953367686955e-34, 3.388504346038456e-33, -2.1143680995316815e-33, 2.637151569660844e-33, -3.208894791685178e-33, 1.0516997406848154e-33, 2.7212556895852926e-33, -1.1711781802340833e-33, 1.0272640103609318e-33, -1.9252153545242475e-34, 7.292069865604628e-34]"
https://cofense.com/blog,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168102e-18, -1.1133663825074111e-18, -1.8726420347738113e-18, 8.264958441421332e-19, -1.86598016842095e-18, -2.7778173139469536e-18, 2.7686184656011306e-19, 1.746527190326546e-18, 1.6529179747676718e-18, 6.439996098569025e-18, 1.5678014481194806e-17, 1.3199466001897013e-17, -1.835354895627311e-17, 2.0107968688217758e-17, 1.0989663332082822e-16, -1.0761393833979723e-18, 1.5283649552268828e-19, -4.965080880487153e-19, -8.146262738767349e-22, -3.571800352231975e-30, -1.1498145855483477e-31, -2.5545422441752327e-31, 1.5810740433918362e-31, 1.1555883985283199e-33, 4.933533193336188e-33, 1.2719943941358907e-31, -4.371024965080811e-32, 1.370989238754979e-31, 1.0528678730690185e-31, 2.1918551204106973e-33, -1.6685881673067276e-33, -3.051464124809111e-36, -2.2414277473398595e-33, -2.052787393134491e-34, -8.529241830367463e-34, 1.266499362385498e-33, -2.185398057247084e-33, 1.2938442941077338e-33, 3.951987396290135e-34, 5.312613664742362e-34, -2.4247008571197092e-34, -8.011462012009645e-35]"
https://www.connectwise.com/blog/phishing-prevention-tips,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168102e-18, -1.1133663825074111e-18, -1.8726420347738113e-18, 8.264958441421272e-19, -1.865980168420979e-18, -2.777817313946884e-18, 2.7686184655958704e-19, 1.7465272370450682e-18, 1.4310060101183056e-17, 2.791652638596622e-17, -7.854180114069071e-17, 2.6047469031017217e-17, 5.629778262273625e-18, 7.317439105038178e-17, -8.080879558854772e-18, 2.923475823389949e-19, 1.0557828377563649e-18, 1.753848299290938e-19, 9.348650372288246e-22, -6.776540489742177e-30, -3.107128013410908e-31, 6.983703451665578e-32, 1.1328196877846119e-31, 5.4937361494505235e-33, 5.055528766931915e-33, 3.853894667793524e-32, 8.766953914317389e-33, -6.076612419828604e-32, 7.970978945877355e-32, -1.3229085788586623e-32, -6.0678030773582454e-33, -6.799346495365647e-34, 2.0155519993316986e-33, -1.3203220229216793e-33, 4.430338491174029e-34, 2.234634675381961e-34, -5.609539069497383e-34, 9.713669867417002e-34, -7.949808533298145e-34, 6.2385364711187055e-34, 3.8398660822689967e-35, -1.7860339256825442e-33]"
https://www.phriendlyphishing.com/blog,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168102e-18, -1.1133663825074111e-18, -1.8726420347738113e-18, 8.264958441421272e-19, -1.8659801684209717e-18, -2.777817313946952e-18, 2.7686184656013964e-19, 1.7465271856491513e-18, 1.7587121540978708e-18, 7.102589323964263e-18, -3.656473305542655e-17, 6.365046030480719e-17, -6.175160988824476e-17, -6.337891174030172e-17, -3.451266381022059e-18, -2.7760496170133243e-19, -9.332421861571247e-21, -2.757735627475435e-19, -4.2121721872228087e-22, -5.332606187693499e-30, 3.055503174304403e-31, -3.7503076149442755e-32, -1.153887337186881e-31, -5.75302146775743e-33, -8.965868274675122e-33, -1.1926413552022815e-32, 2.1260866902157514e-32, -2.473890509260148e-32, -9.540528615112324e-32, 9.821523788954778e-33, 1.0523381871822375e-33, 5.987453985533425e-34, -6.441461759633135e-34, -3.980517351567163e-33, -2.336094052731882e-33, -2.2180852251392522e-33, 5.522784868204384e-35, 3.374840440223099e-33, -3.504502190355104e-33, 2.116560370239672e-33, -3.3514235312455134e-34, 1.881747840674772e-33]"
https://inspiredelearning.com/blog/phishing-protection-checklist/,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168102e-18, -1.1133663825074111e-18, -1.8726420347738113e-18, 8.264958441421272e-19, -1.8659801684209717e-18, -2.7778173139469455e-18, 2.7686184656023656e-19, 1.746527158181603e-18, -5.746386659372322e-18, -7.555054085601412e-18, 2.916399353453154e-17, -2.936314467900421e-17, -9.234083995818133e-17, 4.7269751002308526e-17, -2.5996084258467217e-17, 1.7982104493750633e-18, -5.67697939458737e-18, 2.9600890055806533e-18, 3.736392498002561e-21, -4.8336786699821805e-29, 6.83603689694027e-31, -1.6153775912352998e-31, 1.1002067937421273e-31, 1.3793102761193508e-33, 1.4172364086175232e-33, -3.934304290804723e-32, -3.3236546940946564e-32, -5.509197632876256e-32, 2.000500514893542e-33, 9.041171268125828e-33, 2.7221975513674032e-33, 3.235069875712425e-34, -8.555887462293307e-34, -1.526085951544549e-33, -8.62940523757041e-34, 1.4242305594169972e-33, -2.3702843993722448e-33, 2.3427506002475788e-33, -1.3112375534447177e-34, -2.961940748497008e-33, -4.4298998187366395e-34, 4.1608699966660363e-35]"
https://en.wikipedia.org/wiki/SD-WAN,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168102e-18, -1.1133663825074111e-18, -1.8726420347738113e-18, 8.264958441421272e-19, -1.8659801684209717e-18, -2.7778173139469455e-18, 2.76861846560254e-19, 1.746527176595933e-18, -9.887032399220638e-19, 1.7174942195550256e-18, 2.8127153907085865e-18, 1.8385630241086277e-19, 2.87774268680792e-18, -7.587484327767188e-19, -1.7440261010971713e-18, 1.5940402422661018e-18, 2.876149391022143e-18, -1.201123618163176e-18, -1.1510032904123825e-16, 2.074426040262236e-24, -8.266918694826244e-27, 1.1153574798671038e-27, 1.3453767355876847e-27, 3.283267704202505e-29, -2.2012601775070193e-30, 1.0223287710374101e-31, -4.2070550216931303e-32, 6.411882125557378e-33, -2.264463969893686e-32, -2.240389977536273e-32, 8.257327479738592e-33, -2.5979841818212657e-33, -3.518030282835531e-33, 9.891092878685557e-34, 6.622845147687587e-33, 6.171516092503704e-33, 2.498244139969285e-33, 1.0995088337637359e-32, 1.9887591240010153e-33, -2.9318532706119987e-36, 1.587324025013469e-33, 3.529826281271384e-34]"
https://www.cisco.com/site/us/en/learn/topics/networking/what-is-sd-wan.html,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168102e-18, -1.1133663825074111e-18, -1.8726420347738113e-18, 8.264958441421272e-19, -1.8659801684209717e-18, -2.7778173139469455e-18, 2.76861846560254e-19, 1.746527176595921e-18, -9.886981288899462e-19, 1.7175035031474868e-18, 2.812635469180546e-18, 1.842259509156483e-19, 2.878856259594304e-18, -7.596185585399318e-19, -1.743131284762305e-18, 1.651186696530812e-18, 2.835541519112834e-18, -1.4006639913757096e-18, 2.0904758154035483e-18, 1.1497865198608384e-16, 3.661863555623245e-18, -3.1201881485973145e-18, 5.85584619116635e-20, 1.0606055758127496e-21, -6.483924459000352e-23, 2.32295933369084e-25, -6.005656229119366e-32, 2.932869881605217e-32, 5.236315890359803e-32, 2.2988143220480502e-33, 4.431053452323572e-34, 2.829718386084927e-34, -2.644071330247565e-33, -2.5546982914154737e-33, 2.947017032175388e-33, -2.1864686253002932e-33, 1.366696885853874e-33, -4.037522255479944e-34, 2.789727065391471e-34, 6.5858602918225475e-34, -2.267444369979124e-35, -4.596923308607792e-34]"
https://www.fortinet.com/resources/cyberglossary/sd-wan-explained,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168102e-18, -1.1133663825074111e-18, -1.8726420347738113e-18, 8.264958441421272e-19, -1.8659801684209717e-18, -2.7778173139469455e-18, 2.76861846560254e-19, 1.746527176595921e-18, -9.886981288899428e-19, 1.717503503147942e-18, 2.8126354691798854e-18, 1.8422595091395333e-19, 2.8788562596116865e-18, -7.5961855854332135e-19, -1.74313128477483e-18, 1.65118669536974e-18, 2.8355415200371296e-18, -1.400663987652829e-18, 2.090473611872976e-18, -6.8761069887764626e-18, 9.835961371067827e-17, -5.933774100136363e-17, 6.136932137409563e-19, 9.247160771053856e-21, -1.453768517331712e-21, -3.796674433193289e-24, 2.509276796143344e-31, -1.1712712508582678e-31, 1.4792210752244239e-33, -1.347590378308447e-32, 5.146018829890965e-34, 3.911717646965517e-34, -5.7587044358855055e-34, 8.151217876971701e-34, 8.758919929060367e-34, -5.049312995284382e-34, 4.612051358624788e-34, 6.501958126349673e-34, -2.586505696826154e-34, -1.8904460847208537e-33, 9.630164773716552e-35, -3.390045145743053e-34]"
https://www.hpe.com/us/en/what-is/sd-wan.html,0,0,206.84,,"[-0.0380211004328621, -0.0030746336442179687, -0.00047830535542871884, -0.002917181350816007, -0.006464275341025875, -0.00015970443038564543, 0.0056693608642854115, 3.220898544882937e-17, 1.5295253048168102e-18, -1.1133663825074111e-18, -1.8726420347738113e-18, 8.264958441421272e-19, -1.8659801684209717e-18, -2.7778173139469455e-18, 2.76861846560254e-19, 1.746527176595921e-18, -9.886981288899428e-19, 1.7175035031479301e-18, 2.8126354691797336e-18, 1.842259509143586e-19, 2.8788562596111326e-18, -7.596185585435152e-19, -1.7431312847737943e-18, 1.6511866954437182e-18, 2.8355415199743273e-18, -1.4006639878247934e-18, 2.0904737002896014e-18, -2.4386595408309394e-18, -3.407180949191537e-17, -5.3057959683774293e-17, -9.623394766661772e-17, -5.305974835628465e-19, 4.5880153647080166e-20, -2.1982991817219838e-24, -1.8493560994221827e-31, 3.0619890461004297e-31, 5.253810238580926e-32, 6.257225422816385e-33, 1.0265570998411168e-32, 6.829077527000611e-34, -3.316422652489425e-33, -8.016371330329597e-34, 4.3736745457370694e-33, 5.784022362040109e-33, -4.013346436639517e-33, 1.3623965496870011e-33, -5.114684884011023e-34, -8.315271921664318e-33, -1.21848162737542e-33, -1.8183556143211195e-33]"
https://remotedesktop.google.com/,200,9,57.4,computer|share|access|screen|remote,"[0.6768971251879501, -0.39704819363775534, -0.0798309258273315, -0.010486328165841245, -0.06923593619876824, 0.1366621422892741, 0.5576314385429271, 3.22089775204024e-17, -2.679956158592295e-23, -1.0210381678833477e-28, -1.6222693499332036e-28, -1.9301379481849058e-29, 1.0743372859207782e-28, -5.76091975409769e-29, -2.5567028769813687e-29, 2.3811995350024513e-32, -1.5663002411836301e-32, -8.67719122384496e-33, 3.4711006509970755e-32, -1.0315298136652391e-31, -1.289412267081549e-32, 5.157649068326196e-32, -2.2564714673927106e-32, -1.813236000583428e-33, -8.05882666925968e-33, -5.238237335018792e-33, -2.2564714673927106e-32, 0.0, -1.611765333851936e-33, 4.02941333462984e-33, 2.901177600933485e-32, -2.01470666731492e-33, 3.406113459429287e-33, 2.5199619146105003e-32, 1.4102164790166486e-32, -8.430784496386096e-32, -3.7963798311276585e-32, 9.92092031335062e-35, -1.1627216152559836e-33, -5.088762661080834e-34, -7.819111461950385e-34, -8.788967514138203e-34, -4.0209619888879316e-35, -7.592250811667349e-34, -9.540070839421463e-35, 6.225228004520437e-34, -8.280035760527471e-34, -4.092832511928491e-34, -2.0181216136401346e-34, -4.781046883640772e-34]"
https://support.microsoft.com/en-us/windows/how-to-use-remote-desktop-5fe128d5-8fb1-7a23-3b8a-41e636865e8c,937,50,70.43,remote|desktop|remote desktop|connect|open,"[0.38526151918964274, -0.14918076865893998, -0.4809775887186349, -0.6536895830444199, 0.20285659054240374, -0.02484334645737999, -0.31162550836629055, 3.2208977520402244e-17, -2.6799561591707444e-23, -1.021105143231825e-28, -1.6217326442449144e-28, -1.9286447340732497e-29, 1.0747439893943328e-28, -5.769989290644879e-29, -2.548367913605007e-29, 1.6751489599886914e-32, -2.7262445869931128e-33, -3.026750621873794e-32, -2.3277881873397434e-32, 5.580232232790043e-32, 1.289412267081549e-32, -3.54588373447426e-32, -2.2564714673927106e-32, -1.611765333851936e-33, -4.02941333462984e-34, 3.928678001264094e-32, -1.289412267081549e-32, -8.86470933618565e-33, 3.223530667703872e-32, 2.901177600933485e-32, 2.578824534163098e-32, 8.56250333608841e-34, -2.5656030216588437e-33, 2.68431661314983e-32, -3.26581810374156e-33, -1.745103306924136e-32, -2.6050292632038987e-32, 1.319233095275416e-33, -4.178514109597931e-34, -2.6168911247376835e-34, -6.771911770615013e-34, -5.406055107709456e-34, 3.851588005157152e-34, -2.7503288255596635e-34, -1.3914301417166432e-34, 9.835125920048635e-34, -9.20529947003502e-34, -1.0738395769506848e-33, -1.5171221889745712e-34, -5.22316492070605e-34]"
